UE;NUMERO;TIPO;SITUACAO;REFERENCIA;CONTRATADOS;PROVENTO;DESCONTO;LIQUIDO;PENSIONISTA
UE/MS;061406;Produção de Recenseador ( PR ) ;Paga 020965;3/2023;38;11658.110000;1513.800000;10144.310000;0.000000
UE/MS;061407;Locomoção de Mensalista ( LM ) ;Paga 020966;3/2023;9;2912.000000;0.000000;2912.000000;0.000000
UE/MS;061408;Locomoção de Rercenseador ( LR ) ;Paga 020964;3/2023;18;7045.000000;0.000000;7045.000000;0.000000
UE/MS;061409;Rescisão de Recenseador ( RR ) ;Paga 020965;3/2023;4;5298.630000;163.320000;5135.310000;0.000000
UE/MS;061410;Diárias ( EX ) ;Paga 020966;3/2023;6;7120.130000;514.350000;6605.780000;0.000000
UE/MS;061411;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020965;3/2023;13;13075.120000;4678.930000;8396.190000;0.000000
UE/MS;061498;Produção de Recenseador ( PR ) ;Paga 020968;3/2023;44;11292.370000;1183.010000;10109.360000;0.000000
UE/MS;061545;Rescisão de Recenseador ( RR ) ;Paga 020968;3/2023;3;3872.390000;115.560000;3756.830000;0.000000
UE/MS;061547;Locomoção de Mensalista ( LM ) ;Paga 020969;3/2023;26;4218.000000;0.000000;4218.000000;0.000000
UE/MS;061548;Locomoção de Rercenseador ( LR ) ;Paga 020967;3/2023;39;12197.000000;0.000000;12197.000000;0.000000
UE/MS;061554;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020968;3/2023;5;8544.140000;4231.700000;4312.440000;0.000000
UE/MS;061628;Diárias ( EX ) ;Paga 020969;3/2023;4;2925.770000;187.340000;2738.430000;0.000000
UE/MS;061635;Produção de Recenseador ( PR ) ;Paga 020968;3/2023;42;10874.820000;811.810000;10063.010000;0.000000
UE/MS;061670;Rescisão de Recenseador ( RR ) ;Paga 020968;3/2023;3;6791.570000;222.460000;6569.110000;0.000000
UE/MS;061671;Locomoção de Mensalista ( LM ) ;Paga 020969;3/2023;23;15479.150000;0.000000;15479.150000;0.000000
UE/MS;061672;Locomoção de Rercenseador ( LR ) ;Paga 020967;3/2023;35;18420.100000;0.000000;18420.100000;0.000000
UE/MS;061673;Diárias ( EX ) ;Paga 020969;3/2023;4;5742.650000;360.260000;5382.390000;0.000000
UE/MS;061674;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020968;3/2023;3;3201.190000;1795.980000;1405.210000;0.000000
UE/MS;061721;Produção de Recenseador ( PR ) ;Paga 020971;3/2023;36;13597.690000;1904.470000;11693.220000;0.000000
UE/MS;061749;Locomoção de Rercenseador ( LR ) ;Paga 020970;3/2023;6;1432.100000;0.000000;1432.100000;0.000000
UE/MS;061750;Locomoção de Mensalista ( LM ) ;Paga 020976;3/2023;9;3565.000000;0.000000;3565.000000;0.000000
UE/MS;061801;Locomoção de Rercenseador ( LR ) ;Paga 020974;3/2023;53;19996.000000;0.000000;19996.000000;0.000000
UE/MS;061802;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020973;3/2023;7;11951.740000;4983.330000;6968.410000;0.000000
UE/MS;061803;Diárias ( EX ) ;Paga 020976;3/2023;2;3704.270000;208.170000;3496.100000;0.000000
UE/MS;061804;Rescisão de Recenseador ( RR ) ;Paga 020973;3/2023;3;4327.050000;139.080000;4187.970000;0.000000
UE/MS;061805;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020977;3/2023;1;332.500000;0.000000;332.500000;0.000000
UE/MS;061867;Produção de Recenseador ( PR ) ;Paga 020973;3/2023;27;7642.590000;1118.560000;6524.030000;0.000000
UE/MS;061920;Locomoção de Mensalista ( LM ) ;Paga 020976;3/2023;5;1964.930000;0.000000;1964.930000;0.000000
UE/MS;061922;Locomoção de Rercenseador ( LR ) ;Paga 020974;3/2023;16;12713.000000;0.000000;12713.000000;0.000000
UE/MS;061923;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020973;3/2023;1;1076.010000;423.080000;652.930000;0.000000
UE/MS;061924;Rescisão de Recenseador ( RR ) ;Paga 020973;3/2023;3;2067.180000;68.380000;1998.800000;0.000000
UE/MS;061928;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020977;3/2023;1;2239.390000;0.000000;2239.390000;0.000000
UE/MS;062021;Rescisação de Mensalista ( RM ) ;Paga 021013;3/2023;5;20934.570000;1398.910000;19535.660000;0.000000
UE/MS;062022;Produção de Recenseador ( PR ) ;Paga 020981;3/2023;41;8618.750000;1214.810000;7403.940000;0.000000
UE/MS;062023;Locomoção de Mensalista ( LM ) ;Paga 020983;3/2023;20;8239.190000;0.000000;8239.190000;0.000000
UE/MS;062024;Locomoção de Rercenseador ( LR ) ;Paga 020982;3/2023;21;11723.350000;0.000000;11723.350000;0.000000
UE/MS;062025;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020981;3/2023;3;4059.890000;822.740000;3237.150000;0.000000
UE/MS;062026;Rescisão de Recenseador ( RR ) ;Paga 020981;3/2023;9;10411.970000;334.620000;10077.350000;0.000000
UE/MS;062028;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020984;3/2023;1;47.340000;0.000000;47.340000;0.000000
UE/MS;072061;Produção de Recenseador ( PR ) ;Paga 020981;3/2023;37;13922.820000;2950.320000;10972.500000;0.000000
UE/MS;072062;Rescisão de Recenseador ( RR ) ;Paga 020981;3/2023;2;6343.020000;210.310000;6132.710000;0.000000
UE/MS;072063;Locomoção de Rercenseador ( LR ) ;Paga 020982;3/2023;12;2897.500000;0.000000;2897.500000;0.000000
UE/MS;072064;Locomoção de Mensalista ( LM ) ;Paga 020983;3/2023;7;1405.000000;0.000000;1405.000000;0.000000
UE/MS;072104;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020981;3/2023;2;2210.720000;1624.140000;586.580000;0.000000
UE/MS;072105;Diárias ( EX ) ;Paga 020983;3/2023;1;451.350000;41.630000;409.720000;0.000000
UE/MS;072106;Acerto de Rescisação de Mensalista ( AM ) ;Paga 020984;3/2023;1;750.000000;0.000000;750.000000;0.000000
UE/MS;072141;Produção de Recenseador ( PR ) ;Paga 020989;3/2023;28;4176.390000;613.510000;3562.880000;0.000000
UE/MS;072197;Rescisão de Recenseador ( RR ) ;Paga 020989;3/2023;7;10581.200000;340.060000;10241.140000;0.000000
UE/MS;072198;Locomoção de Mensalista ( LM ) ;Paga 020991;3/2023;21;9917.180000;0.000000;9917.180000;0.000000
UE/MS;072199;Locomoção de Rercenseador ( LR ) ;Paga 020990;3/2023;63;22743.720000;0.000000;22743.720000;0.000000
UE/MS;072203;Diárias ( EX ) ;Paga 020991;3/2023;2;1805.400000;104.080000;1701.320000;0.000000
UE/MS;072221;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020989;3/2023;1;3895.820000;3385.230000;510.590000;0.000000
UE/MS;072370;Rescisão de Recenseador ( RR ) ;Paga 020992;3/2023;2;1543.060000;49.590000;1493.470000;0.000000
UE/MS;072371;Locomoção de Mensalista ( LM ) ;Paga 020995;3/2023;7;1373.690000;0.000000;1373.690000;0.000000
UE/MS;072372;Locomoção de Rercenseador ( LR ) ;Paga 020993;3/2023;15;9930.150000;0.000000;9930.150000;0.000000
UE/MS;072376;Diárias ( EX ) ;Paga 020995;3/2023;4;9027.000000;499.610000;8527.390000;0.000000
UE/MS;072391;Produção de Recenseador ( PR ) ;Paga 020992;3/2023;22;3051.200000;687.730000;2363.470000;0.000000
UE/MS;072443;Produção de Recenseador ( PR ) ;Paga 020997;3/2023;32;6909.070000;888.440000;6020.630000;0.000000
UE/MS;072481;Rescisão de Recenseador ( RR ) ;Paga 020997;3/2023;5;7820.960000;259.420000;7561.540000;0.000000
UE/MS;072483;Locomoção de Mensalista ( LM ) ;Paga 020999;3/2023;11;2791.980000;0.000000;2791.980000;0.000000
UE/MS;072484;Locomoção de Rercenseador ( LR ) ;Paga 020998;3/2023;31;17275.500000;0.000000;17275.500000;0.000000
UE/MS;072485;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020997;3/2023;1;1381.490000;207.440000;1174.050000;0.000000
UE/MS;072486;Diárias ( EX ) ;Paga 020999;3/2023;2;3309.900000;214.540000;3095.360000;0.000000
UE/MS;072585;Produção de Recenseador ( PR ) ;Paga 020997;3/2023;57;11504.480000;2105.200000;9399.280000;0.000000
UE/MS;072639;Rescisão de Recenseador ( RR ) ;Paga 020997;3/2023;2;5608.870000;180.430000;5428.440000;0.000000
UE/MS;072640;Locomoção de Mensalista ( LM ) ;Paga 020999;3/2023;8;2964.900000;0.000000;2964.900000;0.000000
UE/MS;072641;Locomoção de Rercenseador ( LR ) ;Paga 020998;3/2023;11;4339.000000;0.000000;4339.000000;0.000000
UE/MS;072646;Diárias ( EX ) ;Paga 020999;3/2023;2;1825.460000;124.900000;1700.560000;0.000000
UE/MS;072685;Acerto de Rescisão de Recenseador ( AR ) ;Paga 020997;3/2023;1;1242.060000;971.880000;270.180000;0.000000
UE/MS;072703;Rescisação de Mensalista ( RM ) ;Paga 021013;3/2023;3;11167.380000;634.960000;10532.420000;0.000000
UE/MS;072715;Produção de Recenseador ( PR ) ;Paga 021000;3/2023;30;8634.920000;1006.550000;7628.370000;0.000000
UE/MS;072716;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021000;3/2023;5;4312.390000;3018.170000;1294.220000;0.000000
UE/MS;072794;Rescisão de Recenseador ( RR ) ;Paga 021000;3/2023;2;3445.880000;122.410000;3323.470000;0.000000
UE/MS;072795;Locomoção de Mensalista ( LM ) ;Paga 021002;3/2023;21;4318.000000;0.000000;4318.000000;0.000000
UE/MS;072796;Locomoção de Rercenseador ( LR ) ;Paga 021001;3/2023;27;11223.000000;0.000000;11223.000000;0.000000
UE/MS;072805;Diárias ( EX ) ;Paga 021002;3/2023;2;6009.440000;353.890000;5655.550000;0.000000
UE/MS;072862;Produção de Recenseador ( PR ) ;Paga 021006;3/2023;68;13814.430000;1398.850000;12415.580000;0.000000
UE/MS;072870;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021003;3/2023;4;4556.410000;717.820000;3838.590000;0.000000
UE/MS;072927;Rescisão de Recenseador ( RR ) ;Paga 021003;3/2023;1;88.670000;2.850000;85.820000;0.000000
UE/MS;072928;Locomoção de Mensalista ( LM ) ;Paga 021005;3/2023;5;1090.000000;0.000000;1090.000000;0.000000
UE/MS;072929;Locomoção de Rercenseador ( LR ) ;Paga 021004;3/2023;36;9364.500000;0.000000;9364.500000;0.000000
UE/MS;072930;Diárias ( EX ) ;Paga 021005;3/2023;2;190.000000;0.000000;190.000000;0.000000
UE/MS;072967;Acerto de Rescisação de Mensalista ( AM ) ;Paga 021013;3/2023;1;1250.000000;0.000000;1250.000000;0.000000
UE/MS;072980;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021006;3/2023;1;2351.840000;1982.240000;369.600000;0.000000
UE/MS;072981;Produção de Recenseador ( PR ) ;Paga 021006;3/2023;31;1586.010000;282.510000;1303.500000;0.000000
UE/MS;072982;Locomoção de Mensalista ( LM ) ;Paga 021008;3/2023;14;17335.360000;0.000000;17335.360000;0.000000
UE/MS;072983;Locomoção de Rercenseador ( LR ) ;Paga 021007;3/2023;30;13987.120000;0.000000;13987.120000;0.000000
UE/MS;072984;Diárias ( EX ) ;Paga 021008;3/2023;3;12376.450000;562.050000;11814.400000;0.000000
UE/MS;072985;Rescisão de Recenseador ( RR ) ;Paga 021006;3/2023;2;3836.020000;110.760000;3725.260000;0.000000
UE/MS;072995;Rescisão de Recenseador ( RR ) ;Paga 021010;3/2023;2;8546.940000;388.900000;8158.040000;0.000000
UE/MS;072996;Diárias ( EX ) ;Paga 021012;3/2023;1;451.350000;53.630000;397.720000;0.000000
UE/MS;073010;Produção de Recenseador ( PR ) ;Paga 021010;3/2023;22;3558.310000;924.360000;2633.950000;0.000000
UE/MS;073011;Locomoção de Mensalista ( LM ) ;Paga 021012;3/2023;3;900.000000;0.000000;900.000000;0.000000
UE/MS;073012;Locomoção de Rercenseador ( LR ) ;Paga 021009;3/2023;12;1008.000000;0.000000;1008.000000;0.000000
UE/MS;073019;Diárias ( EX ) ;Paga 021012;3/2023;1;3159.450000;124.900000;3034.550000;0.000000
UE/MS;073022;Rescisão de Recenseador ( RR ) ;Paga 021010;3/2023;1;3063.410000;98.630000;2964.780000;0.000000
UE/MS;073045;Pagamento de Mensalista ( PM ) ;Paga 021083;4/2023;135;352242.120000;19984.840000;332257.280000;0.000000
UE/MS;073046;Rescisação de Mensalista ( RM ) ;Paga 021027;4/2023;4;10629.380000;2026.500000;8602.880000;0.000000
UE/MS;073047;Produção de Recenseador ( PR ) ;Paga 021017;4/2023;45;11191.750000;833.960000;10357.790000;0.000000
UE/MS;073048;Rescisão de Recenseador ( RR ) ;Paga 021017;4/2023;2;403.760000;12.970000;390.790000;0.000000
UE/MS;073049;Locomoção de Mensalista ( LM ) ;Paga 021019;4/2023;18;5805.000000;0.000000;5805.000000;0.000000
UE/MS;073050;Locomoção de Rercenseador ( LR ) ;Paga 021018;4/2023;36;32330.990000;0.000000;32330.990000;0.000000
UE/MS;073051;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021017;4/2023;1;3394.450000;3084.920000;309.530000;0.000000
UE/MS;073052;Diárias ( EX ) ;Paga 021019;4/2023;5;11283.750000;705.340000;10578.410000;0.000000
UE/MS;073222;Diárias ( EX ) ;Paga 021019;4/2023;5;5867.550000;491.590000;5375.960000;0.000000
UE/MS;073246;Produção de Recenseador ( PR ) ;Paga 021020;4/2023;43;8514.400000;686.780000;7827.620000;0.000000
UE/MS;073336;Rescisão de Recenseador ( RR ) ;Paga 021020;4/2023;5;6420.510000;206.350000;6214.160000;0.000000
UE/MS;073338;Locomoção de Rercenseador ( LR ) ;Paga 021021;4/2023;16;4655.700000;0.000000;4655.700000;0.000000
UE/MS;073379;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021020;4/2023;1;1884.110000;1756.360000;127.750000;0.000000
UE/MS;073389;Rescisão de Recenseador ( RR ) ;Paga 021020;4/2023;1;1764.400000;56.710000;1707.690000;0.000000
UE/MS;073396;Locomoção de Mensalista ( LM ) ;Paga 021023;4/2023;4;1420.000000;0.000000;1420.000000;0.000000
UE/MS;073435;Produção de Recenseador ( PR ) ;Paga 021028;4/2023;48;8680.800000;651.820000;8028.980000;0.000000
UE/MS;073436;Rescisão de Recenseador ( RR ) ;Paga 021028;4/2023;2;5500.050000;207.130000;5292.920000;0.000000
UE/MS;073437;Locomoção de Mensalista ( LM ) ;Paga 021031;4/2023;17;7219.000000;0.000000;7219.000000;0.000000
UE/MS;073438;Locomoção de Rercenseador ( LR ) ;Paga 021029;4/2023;59;24994.080000;0.000000;24994.080000;0.000000
UE/MS;073439;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021028;4/2023;2;3910.810000;1448.210000;2462.600000;0.000000
UE/MS;073531;Diárias ( EX ) ;Paga 021031;4/2023;2;3610.800000;196.540000;3414.260000;0.000000
UE/MS;073535;Produção de Recenseador ( PR ) ;Paga 021028;4/2023;53;18274.810000;2062.290000;16212.520000;0.000000
UE/MS;073589;Locomoção de Mensalista ( LM ) ;Paga 021031;4/2023;20;14642.000000;0.000000;14642.000000;0.000000
UE/MS;073590;Locomoção de Rercenseador ( LR ) ;Paga 021029;4/2023;30;13841.200000;0.000000;13841.200000;0.000000
UE/MS;073595;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021028;4/2023;3;6014.590000;3795.680000;2218.910000;0.000000
UE/MS;073656;Diárias ( EX ) ;Paga 021031;4/2023;3;10381.050000;519.760000;9861.290000;0.000000
UE/MS;073683;Locomoção de Rercenseador ( LR ) ;Paga 021034;4/2023;16;24806.080000;0.000000;24806.080000;0.000000
UE/MS;073684;Locomoção de Mensalista ( LM ) ;Paga 021036;4/2023;18;3959.620000;0.000000;3959.620000;0.000000
UE/MS;073696;Locomoção de Rercenseador ( LR ) ;Paga 021034;4/2023;19;7990.350000;0.000000;7990.350000;0.000000
UE/MS;073697;Produção de Recenseador ( PR ) ;Paga 021033;4/2023;43;9112.390000;693.740000;8418.650000;0.000000
UE/MS;073698;Diárias ( EX ) ;Paga 021036;4/2023;1;2050.850000;83.270000;1967.580000;0.000000
UE/MS;073699;Rescisão de Recenseador ( RR ) ;Paga 021033;4/2023;3;9253.840000;304.490000;8949.350000;0.000000
UE/MS;073700;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021033;4/2023;3;6832.500000;6182.260000;650.240000;0.000000
UE/MS;073772;Rescisação de Mensalista ( RM ) ;Paga 021051;4/2023;2;6431.670000;708.750000;5722.920000;0.000000
UE/MS;073777;Diárias ( EX ) ;Paga 021036;4/2023;5;852.550000;0.000000;852.550000;0.000000
UE/MS;073786;Diárias ( EX ) ;Paga 021036;4/2023;2;1968.140000;83.270000;1884.870000;0.000000
UE/MS;073895;Produção de Recenseador ( PR ) ;Paga 021037;4/2023;41;18456.820000;3449.420000;15007.400000;0.000000
UE/MS;073896;Rescisão de Recenseador ( RR ) ;Paga 021037;4/2023;11;20968.690000;947.000000;20021.690000;0.000000
UE/MS;073898;Locomoção de Mensalista ( LM ) ;Paga 021039;4/2023;8;3565.000000;0.000000;3565.000000;0.000000
UE/MS;073899;Locomoção de Rercenseador ( LR ) ;Paga 021038;4/2023;20;9920.500000;0.000000;9920.500000;0.000000
UE/MS;073905;Diárias ( EX ) ;Paga 021039;4/2023;2;2407.200000;200.940000;2206.260000;0.000000
UE/MS;073951;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021043;4/2023;5;12604.530000;9285.600000;3318.930000;0.000000
UE/MS;073996;Rescisação de Mensalista ( RM ) ;Paga 021065;4/2023;4;14348.950000;1612.620000;12736.330000;0.000000
UE/MS;073997;Produção de Recenseador ( PR ) ;Paga 021043;4/2023;44;3899.860000;343.470000;3556.390000;0.000000
UE/MS;074000;Rescisão de Recenseador ( RR ) ;Paga 021043;4/2023;8;10313.260000;311.790000;10001.470000;0.000000
UE/MS;074001;Locomoção de Mensalista ( LM ) ;Paga 021042;4/2023;6;1300.000000;0.000000;1300.000000;0.000000
UE/MS;074002;Locomoção de Rercenseador ( LR ) ;Paga 021041;4/2023;26;11208.000000;0.000000;11208.000000;0.000000
UE/MS;074027;Diárias ( EX ) ;Paga 021042;4/2023;1;3009.000000;187.720000;2821.280000;0.000000
UE/MS;074098;Produção de Recenseador ( PR ) ;Paga 021043;4/2023;46;6281.830000;614.730000;5667.100000;0.000000
UE/MS;074099;Locomoção de Mensalista ( LM ) ;Paga 021046;4/2023;8;975.000000;0.000000;975.000000;0.000000
UE/MS;074100;Locomoção de Rercenseador ( LR ) ;Paga 021044;4/2023;30;14108.750000;0.000000;14108.750000;0.000000
UE/MS;074102;Rescisão de Recenseador ( RR ) ;Paga 021043;4/2023;1;1225.440000;39.380000;1186.060000;0.000000
UE/MS;074151;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021043;4/2023;3;6198.700000;3052.480000;3146.220000;0.000000
UE/MS;074153;Diárias ( EX ) ;Paga 021046;4/2023;1;150.450000;26.810000;123.640000;0.000000
UE/MS;074201;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021052;4/2023;2;1975.950000;1718.950000;257.000000;0.000000
UE/MS;074202;Produção de Recenseador ( PR ) ;Paga 021052;4/2023;42;4293.900000;331.070000;3962.830000;0.000000
UE/MS;074203;Rescisão de Recenseador ( RR ) ;Paga 021052;4/2023;3;12031.970000;479.600000;11552.370000;0.000000
UE/MS;074204;Locomoção de Mensalista ( LM ) ;Paga 021054;4/2023;9;1190.000000;0.000000;1190.000000;0.000000
UE/MS;074205;Locomoção de Rercenseador ( LR ) ;Paga 021053;4/2023;14;4654.500000;0.000000;4654.500000;0.000000
UE/MS;074210;Diárias ( EX ) ;Paga 021054;4/2023;1;1053.150000;58.830000;994.320000;0.000000
UE/MS;074350;Produção de Recenseador ( PR ) ;Paga 021052;4/2023;52;6296.140000;661.970000;5634.170000;0.000000
UE/MS;074351;Rescisão de Recenseador ( RR ) ;Paga 021052;4/2023;2;1312.180000;42.170000;1270.010000;0.000000
UE/MS;074352;Locomoção de Mensalista ( LM ) ;Paga 021054;4/2023;20;12531.650000;0.000000;12531.650000;0.000000
UE/MS;074353;Locomoção de Rercenseador ( LR ) ;Paga 021053;4/2023;35;11319.500000;0.000000;11319.500000;0.000000
UE/MS;074366;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021052;4/2023;4;6925.410000;4899.950000;2025.460000;0.000000
UE/MS;074386;Diárias ( EX ) ;Paga 021054;4/2023;4;3610.800000;270.620000;3340.180000;0.000000
UE/MS;074404;Acerto de Rescisação de Mensalista ( AM ) ;Paga 021065;4/2023;1;1637.890000;127.880000;1510.010000;0.000000
UE/MS;074433;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021052;4/2023;1;8076.380000;727.610000;7348.770000;0.000000
UE/MS;074437;Produção de Recenseador ( PR ) ;Paga 021055;4/2023;49;10763.840000;1718.920000;9044.920000;0.000000
UE/MS;074492;Rescisão de Recenseador ( RR ) ;Paga 021055;4/2023;5;10425.460000;336.300000;10089.160000;0.000000
UE/MS;074493;Locomoção de Mensalista ( LM ) ;Paga 021057;4/2023;13;2495.000000;0.000000;2495.000000;0.000000
UE/MS;074494;Locomoção de Rercenseador ( LR ) ;Paga 021056;4/2023;10;2650.000000;0.000000;2650.000000;0.000000
UE/MS;074495;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021055;4/2023;1;391.840000;109.140000;282.700000;0.000000
UE/MS;074497;Rescisação de Mensalista ( RM ) ;Paga 021065;4/2023;9;34851.390000;3055.160000;31796.230000;0.000000
UE/MS;074527;Diárias ( EX ) ;Paga 021057;4/2023;5;3904.510000;208.160000;3696.350000;0.000000
UE/MS;074561;Produção de Recenseador ( PR ) ;Paga 021058;4/2023;52;6630.760000;749.530000;5881.230000;0.000000
UE/MS;074565;Rescisão de Recenseador ( RR ) ;Paga 021058;4/2023;3;4984.970000;155.500000;4829.470000;0.000000
UE/MS;074566;Locomoção de Mensalista ( LM ) ;Paga 021060;4/2023;8;3420.000000;0.000000;3420.000000;0.000000
UE/MS;074568;Locomoção de Rercenseador ( LR ) ;Paga 021059;4/2023;29;11012.000000;0.000000;11012.000000;0.000000
UE/MS;074647;Acerto de Rescisação de Mensalista ( AM ) ;Paga 021065;4/2023;1;127.880000;0.000000;127.880000;0.000000
UE/MS;074648;Diárias ( EX ) ;Paga 021060;4/2023;1;84.550000;0.000000;84.550000;0.000000
UE/MS;074685;Produção de Recenseador ( PR ) ;Paga 021061;4/2023;35;5527.320000;455.290000;5072.030000;0.000000
UE/MS;074688;Diárias ( EX ) ;Paga 021064;4/2023;7;15084.550000;666.150000;14418.400000;0.000000
UE/MS;074690;Locomoção de Rercenseador ( LR ) ;Paga 021062;4/2023;15;8349.840000;0.000000;8349.840000;0.000000
UE/MS;074748;Rescisão de Recenseador ( RR ) ;Paga 021061;4/2023;6;16443.290000;612.690000;15830.600000;0.000000
UE/MS;074749;Locomoção de Mensalista ( LM ) ;Paga 021064;4/2023;6;1350.000000;0.000000;1350.000000;0.000000
UE/MS;074750;Locomoção de Rercenseador ( LR ) ;Paga 021062;4/2023;11;4333.960000;0.000000;4333.960000;0.000000
UE/MS;074759;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021061;4/2023;2;2169.440000;1220.600000;948.840000;0.000000
UE/MS;074799;Diárias ( EX ) ;Paga 021064;4/2023;6;10832.400000;515.160000;10317.240000;0.000000
UE/MS;074804;Diárias ( EX ) ;Paga 021068;4/2023;2;190.000000;0.000000;190.000000;0.000000
UE/MS;074805;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021066;4/2023;1;2593.750000;1285.660000;1308.090000;0.000000
UE/MS;074892;Rescisação de Mensalista ( RM ) ;Paga 021082;4/2023;5;22181.660000;1795.220000;20386.440000;0.000000
UE/MS;074893;Produção de Recenseador ( PR ) ;Paga 021066;4/2023;42;7500.130000;928.840000;6571.290000;0.000000
UE/MS;074894;Locomoção de Mensalista ( LM ) ;Paga 021068;4/2023;22;10634.890000;0.000000;10634.890000;0.000000
UE/MS;074895;Locomoção de Rercenseador ( LR ) ;Paga 021067;4/2023;11;10226.150000;0.000000;10226.150000;0.000000
UE/MS;074897;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021066;4/2023;2;3103.630000;2202.960000;900.670000;0.000000
UE/MS;074898;Diárias ( EX ) ;Paga 021068;4/2023;4;5210.300000;379.700000;4830.600000;0.000000
UE/MS;074930;Rescisão de Recenseador ( RR ) ;Paga 021066;4/2023;2;3878.610000;124.660000;3753.950000;0.000000
UE/MS;074972;Diárias ( EX ) ;Paga 021068;4/2023;2;173.550000;26.810000;146.740000;0.000000
UE/MS;074973;Produção de Recenseador ( PR ) ;Paga 021069;4/2023;40;6091.520000;596.320000;5495.200000;0.000000
UE/MS;075053;Rescisão de Recenseador ( RR ) ;Paga 021069;4/2023;9;12041.940000;390.620000;11651.320000;0.000000
UE/MS;075054;Locomoção de Mensalista ( LM ) ;Paga 021071;4/2023;21;5473.000000;0.000000;5473.000000;0.000000
UE/MS;075055;Locomoção de Rercenseador ( LR ) ;Paga 021070;4/2023;31;26621.090000;0.000000;26621.090000;0.000000
UE/MS;075073;Acerto de Rescisação de Mensalista ( AM ) ;Paga 021082;4/2023;1;635.000000;0.000000;635.000000;0.000000
UE/MS;075116;Produção de Recenseador ( PR ) ;Paga 021072;4/2023;42;5588.030000;460.400000;5127.630000;0.000000
UE/MS;075202;Rescisão de Recenseador ( RR ) ;Paga 021072;4/2023;1;2051.840000;65.950000;1985.890000;0.000000
UE/MS;075203;Locomoção de Mensalista ( LM ) ;Paga 021075;4/2023;13;3761.000000;0.000000;3761.000000;0.000000
UE/MS;075204;Locomoção de Rercenseador ( LR ) ;Paga 021073;4/2023;6;4110.000000;0.000000;4110.000000;0.000000
UE/MS;075228;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021072;4/2023;2;3843.480000;1686.880000;2156.600000;0.000000
UE/MS;075229;Diárias ( EX ) ;Paga 021075;4/2023;4;1393.600000;191.420000;1202.180000;0.000000
UE/MS;075234;Diárias ( EX ) ;Paga 021075;4/2023;3;6770.250000;448.590000;6321.660000;0.000000
UE/MS;075248;Rescisão de Recenseador ( RR ) ;Paga 021079;4/2023;2;3566.040000;124.510000;3441.530000;0.000000
UE/MS;075306;Pagamento de Mensalista ( PM ) ;Paga 021153;5/2023;110;286095.970000;15946.340000;270149.630000;0.000000
UE/MS;075307;Produção de Recenseador ( PR ) ;Paga 021103;5/2023;99;41877.020000;3231.960000;38645.060000;0.000000
UE/MS;075308;Rescisão de Recenseador ( RR ) ;Paga 021104;5/2023;20;20080.550000;692.020000;19388.530000;0.000000
UE/MS;075309;Locomoção de Mensalista ( LM ) ;Paga 021085;5/2023;14;4380.000000;0.000000;4380.000000;0.000000
UE/MS;075310;Locomoção de Rercenseador ( LR ) ;Paga 021084;5/2023;41;16966.520000;0.000000;16966.520000;0.000000
UE/MS;075311;Acerto de Rescisão de Recenseador ( AR ) ;Paga 021104;5/2023;16;17957.680000;11923.870000;6033.810000;0.000000
UE/MS;075312;Diárias ( EX ) ;Paga 021085;5/2023;3;3209.340000;269.160000;2940.180000;0.000000
UE/MS;075475;Rescisação de Mensalista ( RM ) ;Paga 021107;5/2023;12;98897.570000;7957.850000;90939.720000;0.000000
UE/MS;075482;Diárias ( EX ) ;Paga 021085;5/2023;3;1446.380000;179.440000;1266.940000;0.000000
UE/MS;075522;Locomoção de Mensalista ( LM ) ;Paga 021090;5/2023;12;4185.000000;0.000000;4185.000000;0.000000
UE/MS;075523;Locomoção de Rercenseador ( LR ) ;Paga 021088;5/2023;17;12607.500000;0.000000;12607.500000;0.000000
